PID,TIME,%CPU,%MEM,USER,COMMAND
199,00:00:00,0.0,0.0,root,cryptd
362,00:00:18,0.0,0.0,root,jbd2/nvme0n1p3-
363,00:00:00,0.0,0.0,root,ext4-rsv-conver
406,00:00:13,0.0,0.4,root,systemd-journal
432,00:00:08,0.0,0.0,root,systemd-udevd
434,00:00:00,0.0,0.0,root,loop0
441,00:00:00,0.0,0.0,root,loop1
449,00:00:00,0.0,0.0,root,loop2
456,00:00:00,0.0,0.0,root,loop3
460,00:00:00,0.0,0.0,root,loop4
465,00:00:00,0.0,0.0,root,loop5
493,00:00:00,0.0,0.0,root,loop6
496,00:00:00,0.0,0.0,root,loop7
497,00:00:00,0.0,0.0,root,loop8
498,00:00:00,0.0,0.0,root,loop9
499,00:00:00,0.0,0.0,root,loop10
500,00:00:00,0.0,0.0,root,loop11
501,00:00:00,0.0,0.0,root,loop12
502,00:00:00,0.0,0.0,root,loop13
503,00:00:00,0.0,0.0,root,loop14
504,00:00:00,0.0,0.0,root,loop15
505,00:00:00,0.0,0.0,root,loop16
506,00:00:00,0.0,0.0,root,loop17
509,00:00:00,0.0,0.0,root,loop18
510,00:00:00,0.0,0.0,root,loop19
525,00:00:00,0.0,0.0,root,loop20
532,00:00:00,0.0,0.0,root,irq/134-lis2dh1
553,00:00:00,0.0,0.0,root,loop21
555,00:00:00,0.0,0.0,root,cfg80211
567,00:00:00,0.0,0.0,root,loop22
573,00:08:57,0.1,0.0,root,irq/137-iwlwifi
586,00:00:00,0.0,0.0,root,loop23
616,00:00:00,0.0,0.0,root,loop24
712,00:00:27,0.0,0.0,systemd+,systemd-resolve
713,00:00:00,0.0,0.0,systemd+,systemd-timesyn
739,00:01:38,0.0,0.0,root,haveged
796,00:00:04,0.0,0.0,root,accounts-daemon
798,00:00:19,0.0,0.0,root,acpid
803,00:00:03,0.0,0.0,avahi,avahi-daemon
805,00:00:00,0.0,0.0,root,cron
809,00:01:09,0.0,0.0,message+,dbus-daemon
810,00:01:03,0.0,0.0,root,NetworkManager
813,00:00:20,0.0,0.0,root,earlyoom
819,00:00:18,0.0,0.0,root,irqbalance
829,00:00:00,0.0,0.0,root,networkd-dispat
840,00:00:04,0.0,0.0,root,polkitd
848,00:00:01,0.0,0.0,syslog,rsyslogd
849,00:00:00,0.0,0.0,root,smartd
850,00:00:34,0.0,0.1,root,snapd
857,00:00:00,0.0,0.0,root,switcheroo-cont
864,00:00:05,0.0,0.0,root,systemd-logind
866,00:00:09,0.0,0.0,root,thermald
867,00:00:22,0.0,0.0,root,udisksd
882,00:00:04,0.0,0.0,root,wpa_supplicant
892,00:00:00,0.0,0.0,avahi,avahi-daemon
997,00:00:01,0.0,0.0,root,ModemManager
1021,00:00:00,0.0,0.1,root,unattended-upgr
1033,00:00:00,0.0,0.0,root,vsftpd
1070,00:00:00,0.0,0.0,root,sddm
1094,02:53:28,3.2,1.0,root,Xorg
1222,00:04:23,0.0,0.0,root,iio-sensor-prox
1281,00:00:06,0.0,0.0,clamav,freshclam
1287,00:00:04,0.0,0.0,root,nmbd
1293,00:00:38,0.0,0.0,root,hamachid
1298,00:00:21,0.0,0.0,kernoops,kerneloops
1311,00:00:21,0.0,0.0,kernoops,kerneloops
1313,00:03:50,0.0,0.0,root,teamviewerd
1338,00:00:00,0.0,0.0,root,iprt-VBoxWQueue
1341,00:00:00,0.0,0.0,root,iprt-VBoxTscThr
1413,00:00:02,0.0,0.0,rtkit,rtkit-daemon
1447,00:00:00,0.0,0.0,root,bluetoothd
1527,00:00:10,0.0,0.0,root,upowerd
1605,00:00:00,0.0,0.0,root,krfcommd
1726,00:00:00,0.0,0.0,root,smbd
1728,00:00:00,0.0,0.0,root,smbd-notifyd
1729,00:00:00,0.0,0.0,root,cleanupd
1732,00:00:03,0.0,0.0,root,lpqd
1739,00:03:35,0.0,0.3,root,core
1920,00:00:00,0.0,0.0,root,sddm-helper
1922,00:00:01,0.0,0.0,vektor,systemd
1923,00:00:00,0.0,0.0,vektor,(sd-pam)
1932,00:20:41,0.3,5.4,vektor,kited
1933,00:00:00,0.0,0.0,vektor,powerline-daemo
1934,01:38:12,1.8,0.1,vektor,pulseaudio
1948,00:00:11,0.0,0.0,vektor,dbus-daemon
1953,00:00:00,0.0,0.0,vektor,startplasma-x11
2006,00:00:00,0.0,0.0,vektor,ssh-agent
2029,00:00:00,0.0,0.0,vektor,start_kdeinit
2032,00:00:00,0.0,0.0,vektor,kdeinit5
2034,00:00:22,0.0,0.1,vektor,klauncher
2042,00:02:02,0.0,0.9,vektor,kded5
2049,00:00:36,0.0,0.0,vektor,kaccess
2060,00:00:28,0.0,0.1,vektor,kglobalaccel5
2067,00:00:00,0.0,0.0,vektor,dconf-service
2074,00:00:00,0.0,0.0,vektor,xsettingsd
2081,00:00:00,0.0,0.0,vektor,plasma_session
2089,00:00:38,0.0,0.1,vektor,ksmserver
2104,00:02:07,0.0,0.0,vektor,core
2112,03:53:48,4.4,1.0,vektor,kwin_x11
2123,00:00:21,0.0,0.1,vektor,polkit-kde-auth
2125,01:26:26,1.6,3.5,vektor,plasmashell
2131,00:00:13,0.0,0.2,vektor,baloo_file
2133,00:00:22,0.0,0.0,vektor,xembedsniproxy
2137,00:00:55,0.0,0.2,vektor,kdeconnectd
2144,00:00:22,0.0,0.0,vektor,gmenudbusmenupr
2146,00:00:39,0.0,0.1,vektor,DiscoverNotifie
2166,00:00:33,0.0,0.1,vektor,org_kde_powerde
2179,00:00:00,0.0,0.0,vektor,at-spi-bus-laun
2193,00:00:00,0.0,0.0,vektor,agent
2200,00:01:34,0.0,0.0,vektor,dbus-daemon
2216,00:01:25,0.0,0.1,vektor,kactivitymanage
2222,00:01:30,0.0,0.3,vektor,wsatspi
2248,00:00:50,0.0,0.0,vektor,at-spi2-registr
2272,00:00:23,0.0,0.0,vektor,kscreen_backend
2324,00:00:15,0.0,0.0,root,mount.ntfs
2329,00:00:40,0.0,0.0,root,mount.ntfs
2352,00:00:00,0.0,0.0,vektor,obexd
2393,00:12:39,0.2,0.0,vektor,ksysguardd
2478,00:00:02,0.0,0.0,vektor,file.so
3091,00:00:23,0.0,0.2,vektor,baloorunner
3110,00:00:01,0.0,0.0,vektor,xdg-desktop-por
3114,00:00:04,0.0,0.0,vektor,xdg-document-po
3117,00:00:00,0.0,0.0,vektor,xdg-permission-
3128,00:00:23,0.0,0.2,vektor,xdg-desktop-por
3137,00:00:00,0.0,0.0,vektor,gnome-keyring-d
3150,00:00:00,0.0,0.0,vektor,gvfsd
6677,00:01:52,0.0,0.7,vektor,evince
6684,00:00:01,0.0,0.0,vektor,gvfsd-metadata
6710,00:00:00,0.0,0.0,vektor,evinced
7328,03:10:14,3.5,1.1,vektor,dolphin
7337,00:00:33,0.0,0.0,vektor,zsh
7403,00:00:00,0.0,0.0,vektor,zsh
7415,00:00:00,0.0,0.0,vektor,zsh
7417,00:00:01,0.0,0.0,vektor,zsh
7418,00:00:08,0.0,0.0,vektor,gitstatusd-linu
7752,00:00:11,0.0,0.0,vektor,gvfs-udisks2-vo
7760,00:00:00,0.0,0.0,vektor,gvfs-gphoto2-vo
7764,00:00:00,0.0,0.0,vektor,gvfs-goa-volume
7768,00:00:00,0.0,0.1,vektor,goa-daemon
7775,00:00:00,0.0,0.0,vektor,goa-identity-se
7780,00:00:06,0.0,0.0,vektor,gvfs-afc-volume
7786,00:00:00,0.0,0.0,vektor,gvfs-mtp-volume
7790,00:00:00,0.0,0.0,vektor,gvfsd-trash
7824,00:00:00,0.0,0.0,vektor,gvfsd-network
7837,00:00:00,0.0,0.0,vektor,gvfsd-dnssd
11603,00:00:11,0.0,0.4,vektor,thumbnail.so
13567,00:02:44,0.0,0.0,vektor,kio_http_cache_
34553,00:00:00,0.0,0.0,root,loop26
68847,00:01:11,0.0,2.9,vektor,krunner
89461,00:00:05,0.0,0.0,root,kworker/3:2H-events_highpri
91702,00:00:03,0.0,0.0,root,kworker/0:0H-events_highpri
94283,00:00:00,0.0,0.0,root,kworker/2:0H-events_highpri
99598,00:00:00,0.0,0.0,vektor,gvfsd-http
104761,00:00:11,0.0,0.0,root,kworker/0:2H-events_highpri
112927,00:00:00,0.0,0.0,whoopsie,whoopsie
143413,00:02:29,0.1,0.7,vektor,dolphin
143422,00:00:24,0.0,0.0,vektor,zsh
143507,00:00:00,0.0,0.0,vektor,zsh
143508,00:00:00,0.0,0.0,vektor,zsh
143511,00:00:00,0.0,0.0,vektor,zsh
143516,00:00:02,0.0,0.0,vektor,gitstatusd-linu
147643,03:13:25,11.1,5.0,vektor,firefox
147697,01:04:44,3.7,4.2,vektor,WebExtensions
147919,00:00:17,0.0,0.5,vektor,plasma-browser-
148077,00:07:30,0.4,0.5,vektor,RDD,Process
166537,00:02:55,0.3,1.2,vektor,code
166539,00:00:00,0.0,0.2,vektor,code
166540,00:00:00,0.0,0.2,vektor,code
166568,00:07:09,0.9,0.8,vektor,code
166575,00:00:02,0.0,0.4,vektor,code
166736,00:00:50,0.1,0.8,vektor,code
166978,00:03:23,0.4,3.3,vektor,TabNine-deep-lo
168434,00:00:00,0.0,0.1,vektor,snap
173480,00:01:58,0.2,2.5,mysql,mysqld
184905,00:00:01,0.0,0.1,root,apache2
194228,00:14:02,2.7,2.3,vektor,telegram
196493,00:00:00,0.0,0.0,root,irq/127-mei_me
197411,00:00:08,0.0,0.7,vektor,Privileged,Cont
197807,00:12:17,2.8,3.0,vektor,Web,Content
198201,00:58:55,13.8,0.7,vektor,ksysguard
198208,00:04:03,0.9,0.0,vektor,ksysguardd
198211,00:02:57,0.6,0.0,vektor,ksgrd_network_h
200971,00:02:40,0.7,0.0,vektor,ksgrd_network_h
204404,00:23:29,7.2,7.4,vektor,Web,Content
206515,00:00:00,0.0,0.0,vektor,oosplash
206549,00:00:07,0.0,1.6,vektor,soffice.bin
208854,00:00:02,0.0,0.0,root,kworker/2:2H-events_highpri
210531,00:27:10,11.9,4.0,vektor,Web,Content
211321,00:00:00,0.0,0.0,root,kworker/1:1H-events_highpri
214358,00:00:00,0.0,0.0,root,kworker/3:1H-events_highpri
215670,00:00:02,0.0,0.0,root,kworker/u9:1-hci0
216876,00:00:10,0.1,0.4,vektor,terminator
216883,00:00:01,0.0,0.0,vektor,zsh
216960,00:00:00,0.0,0.0,vektor,zsh
216962,00:00:00,0.0,0.0,vektor,zsh
216964,00:00:00,0.0,0.0,vektor,zsh
216969,00:00:00,0.0,0.0,vektor,gitstatusd-linu
217169,00:11:05,8.7,3.2,vektor,code
217198,00:01:59,1.5,1.7,vektor,code
217208,00:00:02,0.0,0.4,vektor,code
217257,00:00:02,0.0,0.1,vektor,TabNine
217267,00:00:01,0.0,0.5,vektor,code
217292,00:00:30,0.3,0.6,vektor,TabNine
217312,00:00:01,0.0,0.7,vektor,code
217313,00:00:03,0.0,1.1,vektor,php
217606,00:04:25,3.5,2.3,vektor,Web,Content
218511,00:00:02,0.0,0.0,vektor,zsh
218517,00:00:00,0.0,0.0,vektor,zsh
218586,00:00:00,0.0,0.0,vektor,zsh
218587,00:00:00,0.0,0.0,vektor,zsh
218589,00:00:00,0.0,0.0,vektor,gitstatusd-linu
218881,00:00:06,0.0,0.0,root,kworker/u8:3-i915
219306,00:02:12,2.1,0.1,vektor,WD-TabNine
219576,00:00:00,0.0,0.0,vektor,mysql
219617,00:00:00,0.0,0.0,root,kworker/u9:2-rb_allocator
220056,00:00:01,0.0,0.0,vektor,zsh
220062,00:00:00,0.0,0.0,vektor,zsh
220130,00:00:00,0.0,0.0,vektor,zsh
220131,00:00:00,0.0,0.0,vektor,zsh
220133,00:00:00,0.0,0.0,vektor,gitstatusd-linu
220419,00:01:17,1.4,2.0,vektor,Web,Content
223798,00:00:03,0.0,0.0,root,kworker/u8:2-events_unbound
225288,00:00:00,0.0,0.0,root,kworker/1:0H-events_highpri
225800,00:00:07,0.2,0.9,vektor,staruml
225803,00:00:00,0.0,0.2,vektor,staruml
225804,00:00:00,0.0,0.2,vektor,staruml
225806,00:00:00,0.0,0.0,vektor,staruml
225831,00:00:01,0.0,0.7,vektor,staruml
225843,00:00:00,0.0,0.3,vektor,staruml
225855,00:00:05,0.1,1.6,vektor,staruml
226662,00:00:00,0.0,0.0,root,kworker/3:2-events
227050,00:00:00,0.0,0.0,vektor,bash
227617,00:00:00,0.0,0.4,vektor,code
228016,00:00:00,0.0,0.1,vektor,file.so
228449,00:00:00,0.0,0.1,www-data,apache2
228450,00:00:00,0.0,0.0,www-data,apache2
228451,00:00:00,0.0,0.0,www-data,apache2
228452,00:00:00,0.0,0.0,www-data,apache2
228453,00:00:00,0.0,0.0,root,kworker/0:1-events
228455,00:00:00,0.0,0.0,www-data,apache2
228461,00:00:00,0.0,0.0,root,cupsd
228463,00:00:00,0.0,0.0,root,cups-browsed
228465,00:00:03,0.3,0.0,root,kworker/1:2-events
228472,00:00:00,0.0,0.0,lp,dbus
232006,00:00:00,0.0,0.0,root,kworker/2:0-events
232007,00:00:01,0.1,0.0,root,kworker/1:0-events
232143,00:00:00,0.0,0.0,www-data,apache2
232352,00:00:00,0.0,0.0,root,kworker/0:0-events
232544,00:00:00,0.0,0.0,root,kworker/3:0-events
232662,00:00:00,0.0,0.0,root,kworker/2:1-events
232702,00:00:00,0.2,0.6,vektor,thumbnail.so
232703,00:00:00,0.1,0.4,vektor,thumbnail.so
232741,00:00:00,0.0,0.0,root,kworker/u8:0-i915
232879,00:00:02,0.5,0.7,vektor,code
236461,00:00:00,0.0,0.1,vektor,file.so
236492,00:00:00,0.0,0.1,vektor,file.so
237166,00:00:00,0.0,0.1,vektor,filenamesearch.
237168,00:00:00,0.0,0.0,vektor,filenamesearch.
237169,00:00:00,0.0,0.0,vektor,filenamesearch.
237172,00:00:00,0.0,0.0,vektor,filenamesearch.
237174,00:00:00,0.0,0.1,vektor,file.so
237183,00:00:00,0.1,0.0,root,kworker/u8:1+events_unbound
237882,00:00:00,3.8,0.3,vektor,code
237897,00:00:00,0.0,0.0,vektor,bash
237899,00:00:00,0.0,0.0,vektor,bash
237901,00:00:00,6.0,0.0,vektor,bash
237903,00:00:00,0.0,0.0,vektor,cat
237905,00:00:00,0.0,0.0,vektor,cat
238220,00:00:00,0.0,0.0,vektor,ps
238222,00:00:00,0.0,0.0,vektor,bash
